Name,Confidence,Total Faces,Detected Faces,Recognized Faces,Recognition Rate (%),Average Recognition Score
r_b3_1,0.7560746669769287,,,,,
r_b2_4,0.7174478769302368,,,,,
r_b4_5,0.6437093019485474,,,,,
r_b1_1,0.7440373301506042,,,,,
r_b2_1,0.7136307954788208,,,,,
r_b4_6,0.7456509470939636,,,,,
r_b4_4,0.7861467599868774,,,,,
r_b2_4,0.34378859400749207,,,,,
r_b2_2,0.4590929448604584,,,,,
Unknown,0.0,,,,,
r_5_4,0.6373913884162903,,,,,
r_b1_2,0.6065189838409424,,,,,
r_b3_3,0.6128407120704651,,,,,
r_5_3,0.4090689718723297,,,,,
r_5_7,0.5279735326766968,,,,,
r_6_1,0.5279507040977478,,,,,
r_b2_3,0.4644342362880707,,,,,
l_7_1,0.46609121561050415,,,,,
r_b4_3,0.32915157079696655,,,,,
r_8_6,0.437412291765213,,,,,
r_b3_2,0.5245373845100403,,,,,
r_8_7,0.3989628553390503,,,,,
r_b3_4,0.4218444526195526,,,,,
r_7_5,0.33352795243263245,,,,,
r_9_4,0.4786666929721832,,,,,
l_6_1,0.38704657554626465,,,,,
r_9_4,0.34974780678749084,,,,,
Unknown,0.0,,,,,
r_b4_1,0.5867471694946289,,,,,
l_8_1,0.3744208514690399,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_6_2,0.45722803473472595,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_5_5,0.3694590628147125,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_5_1,0.4644985496997833,,,,,
r_8_8,0.34543928503990173,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_8_8,0.301457017660141,,,,,
Unknown,0.0,,,,,
Unknown,0.0,,,,,
r_8_8,0.3404631018638611,,,,,
Unknown,0.0,,,,,
Summary,,50.0,50.0,34.0,68.0,0.5018370475839166
